Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000269501	ENST00000594630	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000598569	RP11-353N4.6	1	149575482	149616786
ENSG00000269501	ENST00000457991	RP11-353N4.6	1	149575482	149616786
ENSG00000259963	ENST00000567192	RP11-185J20.2	16	6771787	6771961
ENSG00000231559	ENST00000421372	RP3-354J5.3	6	109138883	109139129
ENSG00000249634	ENST00000511770	USP9YP5	Y	20652801	20656181
ENSG00000254454	ENST00000526625	RCC2P6	11	62138618	62140640
ENSG00000228034	ENST00000447764	HMGN2P21	2	71030289	71030558
ENSG00000178458	ENST00000230495	H3F3AP6	4	140619298	140619708
ENSG00000218872	ENST00000405722	RP11-249L21.2	6	109177603	109177940
ENSG00000261458	ENST00000565194	RP11-787D11.1	16	74876485	74877781
ENSG00000240253	ENST00000447059	FAR2P3	2	131447706	131476404
ENSG00000240253	ENST00000434289	FAR2P3	2	131447706	131476404
ENSG00000240253	ENST00000425151	FAR2P3	2	131447706	131476404
ENSG00000240253	ENST00000430837	FAR2P3	2	131447706	131476404
ENSG00000240253	ENST00000434661	FAR2P3	2	131447706	131476404
ENSG00000236523	ENST00000412758	NPM1P40	1	203224871	203225603
ENSG00000237458	ENST00000437546	TUBB4BP3	X	117262711	117262981
ENSG00000237732	ENST00000587192	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000555502	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000590427	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000589724	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000424010	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000429475	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000446532	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000439237	AC010980.2	2	223182994	223217708
ENSG00000237732	ENST00000542880	AC010980.2	2	223182994	223217708
ENSG00000240419	ENST00000495947	RP11-545E8.1	16	7176294	7176640
ENSG00000248684	ENST00000503900	BIN2P2	5	75206390	75207692
ENSG00000259099	ENST00000554784	RP11-348M3.2	12	56774145	56776495
ENSG00000224293	ENST00000438004	TMEM183AP1	HSCHR6_MHC_MCF	29545041	29545330
ENSG00000264164	ENST00000358484	RP11-640N20.6	17	30410198	30424084
ENSG00000264164	ENST00000584248	RP11-640N20.6	17	30410198	30424084
ENSG00000228834	ENST00000447543	RP11-249L21.4	6	109228818	109229076
ENSG00000235170	ENST00000449206	MTND1P31	X	62062012	62062972
ENSG00000231386	ENST00000451333	AC007395.4	2	71037930	71038606
ENSG00000234770	ENST00000454030	GULOP	8	27417791	27446590
ENSG00000228367	ENST00000506543	RP11-524L6.2	5	75216495	75217485
ENSG00000231579	ENST00000478287	RPL7P21	5	142712170	142712804
ENSG00000213318	ENST00000474978	RP11-331F4.1	16	75226363	75227145
ENSG00000228182	ENST00000449028	MTND2P25	X	62063167	62063776
ENSG00000266379	ENST00000581225	RP11-640N20.8	17	30415179	30421952
ENSG00000266379	ENST00000582111	RP11-640N20.8	17	30415179	30421952
ENSG00000223349	ENST00000451977	KLF2P3	2	131449816	131451343
ENSG00000234570	ENST00000457579	ZFRP1	X	62098281	62104312
ENSG00000226065	ENST00000452245	ZBTB45P2	2	111140689	111142219
ENSG00000233908	ENST00000441999	RP11-425D10.1	6	109609643	109609765
ENSG00000240338	ENST00000489723	RP11-331F4.4	16	75259972	75262093
ENSG00000240338	ENST00000463353	RP11-331F4.4	16	75259972	75262093
ENSG00000240338	ENST00000498687	RP11-331F4.4	16	75259972	75262093
ENSG00000240338	ENST00000467381	RP11-331F4.4	16	75259972	75262093
ENSG00000219700	ENST00000403073	PTCHD3P3	6	109609774	109611706
ENSG00000249777	ENST00000512058	CTC-235G5.1	5	75371356	75371745
ENSG00000249754	ENST00000511646	RP11-425I13.2	4	141235317	141235704
ENSG00000228882	ENST00000444451	CICP9	10	38741915	38744293
ENSG00000230823	ENST00000440184	CBX1P1	X	62519126	62519552
ENSG00000230823	ENST00000450308	CBX1P1	X	62519126	62519552
ENSG00000270989	ENST00000604368	RP11-844P9.4	5	175630317	175630713
ENSG00000234524	ENST00000420608	RPL12P43	X	117280026	117280524
ENSG00000241923	ENST00000476715	RP11-425I13.1	4	141287394	141288015
ENSG00000251667	ENST00000508559	RP11-844P9.3	5	175735066	175736016
ENSG00000228670	ENST00000435391	NANOGP2	2	223317119	223317845
ENSG00000229652	ENST00000381357	RP11-435P24.2	1	203322493	203322779
ENSG00000260379	ENST00000567734	RP11-483K5.2	16	8558071	8558587
ENSG00000263369	ENST00000583895	RP11-640N20.9	17	30433349	30441144
ENSG00000263369	ENST00000580412	RP11-640N20.9	17	30433349	30441144
ENSG00000259021	ENST00000557620	TPRX1P1	10	81259422	81259740
ENSG00000271588	ENST00000605576	RP11-435P24.3	1	203369394	203369709
ENSG00000270619	ENST00000605342	RP11-197B12.1	X	117412122	117417330
ENSG00000215151	ENST00000429313	ABCD1P2	10	38894549	38898740
ENSG00000248621	ENST00000512540	RP11-5K16.3	4	141521555	141521729
ENSG00000272475	ENST00000607558	RP11-342M3.2	10	81270301	81270439
ENSG00000232503	ENST00000455007	CYCSP8	2	131534219	131534530
ENSG00000203799	ENST00000514758	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000422819	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000429614	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000368966	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000508210	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000506861	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000473454	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000440451	CCDC162P	6	109612231	109676266
ENSG00000203799	ENST00000368965	CCDC162P	6	109612231	109676266
ENSG00000249661	ENST00000502875	TNRC18P1	4	141562994	141566643
ENSG00000234285	ENST00000421421	GAPDHP49	2	223368602	223369562
ENSG00000236035	ENST00000451818	RP11-90O23.1	1	203626097	203626888
ENSG00000260764	ENST00000564410	RNU7-63P	16	8825273	8825416
ENSG00000271985	ENST00000606318	RP11-589B3.7	10	81286264	81286387
ENSG00000268554	ENST00000600072	RP11-353N4.7	1	149626959	149637707
ENSG00000268554	ENST00000439906	RP11-353N4.7	1	149626959	149637707
ENSG00000268554	ENST00000598642	RP11-353N4.7	1	149626959	149637707
ENSG00000268554	ENST00000430052	RP11-353N4.7	1	149626959	149637707
ENSG00000225638	ENST00000428454	PABPC1P12	10	38929039	38931213
ENSG00000232965	ENST00000442381	RPS12P18	10	81303843	81304112
ENSG00000230596	ENST00000606848	AC112229.4	2	111143954	111145740
ENSG00000230596	ENST00000417923	AC112229.4	2	111143954	111145740
ENSG00000250857	ENST00000509929	TRIM60P15	8	47703687	47704686
ENSG00000251342	ENST00000513990	CTC-235G5.2	5	75374491	75375588
ENSG00000219430	ENST00000402234	MBL3P	10	81342054	81344633
ENSG00000213423	ENST00000257020	RBMX2P2	X	140355255	140358349
ENSG00000239903	ENST00000446265	RP11-353N4.2	1	149646785	149649302
ENSG00000249278	ENST00000513916	RP11-688H10.1	4	77430437	77430872
ENSG00000226186	ENST00000412558	TCEB1P21	2	71183029	71183364
ENSG00000213165	ENST00000392655	AC090425.1	3	179343366	179345434
ENSG00000233751	ENST00000412747	AC104772.1	2	223542396	223543008
ENSG00000244413	ENST00000460778	RP11-1057B8.1	8	135991070	135991522
ENSG00000243977	ENST00000496255	RP11-473P24.2	3	179367282	179367988
ENSG00000230450	ENST00000425793	NEK2P4	2	131935191	131936519
ENSG00000251668	ENST00000507884	RP11-466P24.5	5	75466755	75466928
ENSG00000225869	ENST00000502593	CTB-70D19.1	5	143131655	143132269
ENSG00000254893	ENST00000506621	RP11-466P24.2	5	75465911	75470171
ENSG00000254893	ENST00000527880	RP11-466P24.2	5	75465911	75470171
ENSG00000225448	ENST00000452936	AC009477.7	2	131938726	131938942
ENSG00000230897	ENST00000412454	RPS18P12	17	14608393	14608851
ENSG00000250189	ENST00000515103	RP11-362F19.2	4	142326326	142328740
ENSG00000258846	ENST00000554413	EEF1A1P33	12	97294475	97296476
ENSG00000253915	ENST00000522077	MAPRE1P1	8	136637428	136638224
ENSG00000203531	ENST00000444764	AC016712.1	2	223563342	223564203
ENSG00000236956	ENST00000415351	NF1P8	2	131947407	131955066
ENSG00000242134	ENST00000462840	RPL5P13	4	143208070	143208778
ENSG00000270244	ENST00000604442	RP11-123J14.4	4	77807182	77807523
ENSG00000250835	ENST00000502948	LSM3P4	4	143238391	143238699
ENSG00000261405	ENST00000568520	RP11-23E10.4	16	33365116	33373402
ENSG00000261405	ENST00000567422	RP11-23E10.4	16	33365116	33373402
ENSG00000242727	ENST00000485829	RP11-123J14.1	4	77812187	77812598
ENSG00000227779	ENST00000425910	GS1-164F24.1	X	140474987	140475271
ENSG00000235225	ENST00000431088	AC016712.2	2	223591176	223591553
ENSG00000237168	ENST00000436981	RP11-353N4.3	1	149664577	149664889
ENSG00000249014	ENST00000506772	HMGN2P4	5	75537849	75538229
ENSG00000225636	ENST00000424470	HNRNPA3P15	2	197879714	197880739
ENSG00000234036	ENST00000510190	TXNP6	4	77880013	77880322
ENSG00000234036	ENST00000429255	TXNP6	4	77880013	77880322
ENSG00000224442	ENST00000411999	AC017035.2	2	197893435	197894867
ENSG00000205847	ENST00000400027	OR7E91P	2	71256158	71257023
ENSG00000231190	ENST00000417611	RPL13AP	HSCHR6_MHC_MCF	29550091	29550608
ENSG00000197844	ENST00000359348	AL358813.1	1	149689368	149689854
ENSG00000236205	ENST00000412173	RP3-406C18.1	X	141235648	141236652
ENSG00000224121	ENST00000456830	ATG12P2	2	223769358	223769773
ENSG00000226156	ENST00000441860	RPL23AP76	17	14851058	14851515
ENSG00000214062	ENST00000470927	RPL7P17	4	78003556	78004279
ENSG00000234485	ENST00000503990	OR7E46P	2	71264815	71265833
ENSG00000226500	ENST00000451620	RP11-196G18.1	1	149725851	149726260
ENSG00000230888	ENST00000443604	SUMO2P1	HSCHR6_MHC_MCF	29603636	29603919
ENSG00000230888	ENST00000546675	SUMO2P1	HSCHR6_MHC_MCF	29603636	29603919
ENSG00000271676	ENST00000603335	RP11-1E1.2	4	78033648	78034611
ENSG00000251107	ENST00000507570	RP11-466P24.4	5	75576781	75577092
ENSG00000253828	ENST00000522536	MTND1P7	8	47738850	47740031
ENSG00000230482	ENST00000429083	ATP5G2P3	2	198127835	198128259
ENSG00000254957	ENST00000529697	RP11-179A10.2	11	11157029	11159205
ENSG00000270669	ENST00000603341	CTB-179I1.3	4	78137569	78138031
ENSG00000251300	ENST00000512793	RP11-54P19.1	4	143966239	143967031
ENSG00000250006	ENST00000503840	CTB-179I1.1	4	78232550	78233264
ENSG00000248831	ENST00000506035	CTB-179I1.2	4	78271523	78272388
ENSG00000270897	ENST00000604663	RP11-179A10.3	11	11203654	11203960
ENSG00000254076	ENST00000523156	CTD-3145H4.1	8	138708967	138710710
ENSG00000213104	ENST00000399556	NPM1P46	2	198244425	198245616
ENSG00000225469	ENST00000423985	RP3-406C18.2	X	141260652	141261775
ENSG00000234896	ENST00000456741	OR7E62P	2	71282657	71283133
ENSG00000236926	ENST00000447218	ZDHHC20P1	HSCHR6_MHC_MCF	29675658	29676080
ENSG00000255123	ENST00000531961	MTND5P21	11	11261306	11261827
ENSG00000250214	ENST00000508230	RP13-488H8.1	4	78785662	78785958
ENSG00000233299	ENST00000430194	HIGD1AP4	2	224262985	224263264
ENSG00000220323	ENST00000369385	HIST2H2BD	1	149814608	149815100
ENSG00000249663	ENST00000423188	HCG4P11	HSCHR6_MHC_MCF	29687895	29688885
ENSG00000231699	ENST00000447385	AC020550.7	2	198398527	198398689
ENSG00000248926	ENST00000503825	RP11-777B9.1	4	78879154	78879934
ENSG00000254118	ENST00000524239	RP11-101E19.4	8	47749200	47750328
ENSG00000178972	ENST00000317872	AC097658.1	4	144256418	144258970
ENSG00000233867	ENST00000452667	SLC9B1P3	10	38934102	38982199
ENSG00000203819	ENST00000498492	HIST2H2BC	1	149821760	149822339
ENSG00000228491	ENST00000420534	MICE	HSCHR6_MHC_MCF	29706644	29713883
ENSG00000251235	ENST00000504370	RP11-156N15.1	5	75672500	75672974
ENSG00000251235	ENST00000540181	RP11-156N15.1	5	75672500	75672974
ENSG00000248956	ENST00000508597	HMGB1P44	4	78885094	78885665
ENSG00000228981	ENST00000475555	RP11-364L4.1	4	144270428	144271270
ENSG00000223945	ENST00000426826	RP11-458I7.1	1	150025846	150027020
ENSG00000233594	ENST00000457252	BTF3P5	2	55662292	55662758
ENSG00000250625	ENST00000503029	RP1-142F18.2	X	141282138	141283276
ENSG00000248640	ENST00000505767	HNRNPA1P56	4	78909014	78909967
ENSG00000255309	ENST00000524621	RP11-756D7.1	11	11780648	11780980
ENSG00000240047	ENST00000479876	RPS3AP32	8	74968117	74968882
ENSG00000234324	ENST00000424673	RPL9P2	17	15346953	15347505
ENSG00000243175	ENST00000494591	RP11-58H15.1	4	144345906	144347166
ENSG00000243175	ENST00000465940	RP11-58H15.1	4	144345906	144347166
ENSG00000255492	ENST00000530297	CTD-2381F24.1	11	11878037	11878406
ENSG00000233870	ENST00000437460	AC007881.4	2	71405717	71405903
ENSG00000248128	ENST00000512633	RP11-777B9.4	4	78924297	78924593
ENSG00000226539	ENST00000446594	AC012512.1	2	224569338	224570055
ENSG00000240729	ENST00000460608	CTD-2301A4.3	5	176691767	176692242
ENSG00000254156	ENST00000522986	MTND6P20	8	47750410	47750827
ENSG00000250540	ENST00000502445	RP11-58H15.3	4	144418565	144419279
ENSG00000233971	ENST00000451209	RPS20P10	2	72211312	72211564
ENSG00000258836	ENST00000555466	RP11-349A22.2	14	58567703	58568292
ENSG00000270706	ENST00000604252	CTD-2301A4.5	5	176692581	176693589
ENSG00000249072	ENST00000510231	RP11-777B9.5	4	78929666	78929842
ENSG00000230407	ENST00000457712	AC018717.2	2	199973307	199974811
ENSG00000249565	ENST00000510079	SERBP1P5	4	79102020	79103200
ENSG00000239393	ENST00000468335	CTD-2301A4.1	5	176773074	176773427
ENSG00000243023	ENST00000491303	UBA52P3	14	58607997	58608378
ENSG00000218632	ENST00000437739	RPL7P28	6	109648378	109649117
ENSG00000250574	ENST00000505876	CTD-2275D10.2	5	75806265	75806591
ENSG00000204959	ENST00000483587	ARHGEF34P	7	143969538	143991256
ENSG00000204959	ENST00000378112	ARHGEF34P	7	143969538	143991256
ENSG00000258519	ENST00000555129	RP11-349A22.3	14	58651294	58652225
ENSG00000224826	ENST00000401725	AC019109.1	2	225034381	225036254
ENSG00000248117	ENST00000515470	MINOS1P4	4	79300351	79300668
ENSG00000228202	ENST00000458664	HCG9P5	HSCHR6_MHC_MCF	29713203	29713427
ENSG00000263277	ENST00000570636	RP11-293B20.3	16	33379962	33380091
ENSG00000253341	ENST00000517662	RP11-730G20.2	8	75515479	75516479
ENSG00000223878	ENST00000452091	AC005517.3	17	15410180	15410668
ENSG00000228568	ENST00000412637	AC006461.2	2	72515914	72516239
ENSG00000233298	ENST00000456851	IFITM4P	HSCHR6_MHC_MCF	29715643	29716062
ENSG00000248924	ENST00000515019	RP11-481K16.2	4	144476235	144476736
ENSG00000248924	ENST00000512366	RP11-481K16.2	4	144476235	144476736
ENSG00000259882	ENST00000566346	RP11-293B20.2	16	33390406	33425011
ENSG00000248796	ENST00000411601	MED15P8	2	131958715	131960514
ENSG00000233943	ENST00000429057	AC114973.1	5	56271420	56272051
ENSG00000236713	ENST00000283110	RP11-363I22.3	1	150752748	150753120
ENSG00000229194	ENST00000434664	HLA-V	HSCHR6_MHC_MCF	29755699	29762471
ENSG00000229194	ENST00000432778	HLA-V	HSCHR6_MHC_MCF	29755699	29762471
ENSG00000229194	ENST00000432225	HLA-V	HSCHR6_MHC_MCF	29755699	29762471
ENSG00000229194	ENST00000480593	HLA-V	HSCHR6_MHC_MCF	29755699	29762471
ENSG00000229194	ENST00000429733	HLA-V	HSCHR6_MHC_MCF	29755699	29762471
ENSG00000229194	ENST00000452558	HLA-V	HSCHR6_MHC_MCF	29755699	29762471
ENSG00000224690	ENST00000426992	UBE2D3P3	1	150772949	150773507
ENSG00000236296	ENST00000510805	GUSBP5	4	144480625	144570458
ENSG00000236296	ENST00000509369	GUSBP5	4	144480625	144570458
ENSG00000236296	ENST00000418136	GUSBP5	4	144480625	144570458
ENSG00000236296	ENST00000514475	GUSBP5	4	144480625	144570458
ENSG00000236296	ENST00000511042	GUSBP5	4	144480625	144570458
ENSG00000236296	ENST00000396724	GUSBP5	4	144480625	144570458
ENSG00000255653	ENST00000545768	RP11-60C6.3	11	94745022	94745696
ENSG00000239985	ENST00000430369	RP11-460N20.3	7	64498750	64498943
ENSG00000256779	ENST00000442518	RP11-60C6.5	11	94770646	94771620
ENSG00000257012	ENST00000542623	RP11-60C6.6	11	94773575	94774735
ENSG00000253777	ENST00000523157	RP11-758M4.3	8	75716522	75717046
ENSG00000255855	ENST00000545950	RP11-735A19.2	11	94782586	94784109
ENSG00000228681	ENST00000434254	AC008072.1	2	225159647	225160470
ENSG00000180771	ENST00000446101	SRSF8	11	94800056	94804388
ENSG00000224800	ENST00000427962	RP11-235D19.2	1	150853712	150854159
ENSG00000227113	ENST00000414799	RP11-460N20.4	7	64535401	64539158
ENSG00000228960	ENST00000479102	OR2A9P	7	143991573	143998027
ENSG00000228960	ENST00000461471	OR2A9P	7	143991573	143998027
ENSG00000228960	ENST00000484189	OR2A9P	7	143991573	143998027
ENSG00000228960	ENST00000436257	OR2A9P	7	143991573	143998027
ENSG00000250852	ENST00000514256	AC131180.1	2	131975976	132022250
ENSG00000262583	ENST00000575421	RP11-77K12.5	16	75533686	75550178
ENSG00000262583	ENST00000571737	RP11-77K12.5	16	75533686	75550178
ENSG00000229357	ENST00000443545	CYCSP51	1	150876372	150876689
ENSG00000248652	ENST00000507687	RP11-101B14.4	5	56377572	56377778
ENSG00000226002	ENST00000441415	RP11-460N20.5	7	64544481	64560610
ENSG00000189431	ENST00000529419	RASSF10	11	13030696	13032647
ENSG00000189431	ENST00000340901	RASSF10	11	13030696	13032647
ENSG00000270689	ENST00000603676	RP11-712B9.4	11	94876801	94878289
ENSG00000249869	ENST00000511578	RP11-93K22.7	3	129732025	129732384
ENSG00000242978	ENST00000462678	RP4-545C24.5	7	144131919	144132407
ENSG00000270578	ENST00000604432	RP11-712B9.5	11	94878601	94879168
ENSG00000250480	ENST00000514668	RP11-101B14.1	5	56416623	56418451
ENSG00000180770	ENST00000504655	OR7E129P	3	129740396	129741363
ENSG00000253229	ENST00000521833	HIGD1AP6	8	76214531	76214809
ENSG00000250345	ENST00000506341	RP11-780M14.1	4	144681552	144683246
ENSG00000255018	ENST00000530684	RP11-413N13.1	11	13173747	13173895
ENSG00000251019	ENST00000509878	HIGD1AP13	4	79570108	79570396
ENSG00000268335	ENST00000599655	CTC-513N18.3	19	20626021	20626531
ENSG00000243746	ENST00000475365	EEF1A1P10	7	144344279	144345668
ENSG00000213938	ENST00000443084	SEPHS1P6	2	200524274	200525452
ENSG00000260518	ENST00000567036	BMS1P8	16	33489492	33500971
ENSG00000260518	ENST00000565049	BMS1P8	16	33489492	33500971
ENSG00000260518	ENST00000565156	BMS1P8	16	33489492	33500971
ENSG00000254023	ENST00000523134	PKMP4	8	76288944	76289249
ENSG00000261424	ENST00000567330	ATP5F1P7	16	75742954	75743713
ENSG00000213158	ENST00000480688	GAPDHP36	3	179918924	179930896
ENSG00000254583	ENST00000526860	RP11-15D14.1	11	13499880	13500584
ENSG00000233717	ENST00000456396	RP11-68I18.2	1	151084388	151085204
ENSG00000239793	ENST00000478593	RP11-109G23.1	4	79689653	79689904
ENSG00000268272	ENST00000597393	VN1R78P	19	20765890	20766453
ENSG00000255401	ENST00000532318	RP11-15D14.2	11	13510159	13510937
ENSG00000164669	ENST00000587624	INTS4L1	7	64601603	64694600
ENSG00000164669	ENST00000438455	INTS4L1	7	64601603	64694600
ENSG00000164669	ENST00000297235	INTS4L1	7	64601603	64694600
ENSG00000246596	ENST00000499314	RP11-1277A3.2	5	177046060	177099210
ENSG00000246596	ENST00000500444	RP11-1277A3.2	5	177046060	177099210
ENSG00000246596	ENST00000515045	RP11-1277A3.2	5	177046060	177099210
ENSG00000213787	ENST00000441433	RPL7AP38	7	26961729	26962531
ENSG00000228446	ENST00000440417	AC073052.1	2	225364104	225364817
ENSG00000228901	ENST00000529541	HMGN2P36	11	13631910	13632318
ENSG00000269779	ENST00000595195	CTD-2542C24.2	19	20874142	20880421
ENSG00000226059	ENST00000417997	HMGB3P20	7	27022387	27022986
ENSG00000240454	ENST00000481845	RPL39P26	11	13707046	13707203
ENSG00000239880	ENST00000493579	RP11-420J11.1	3	180040895	180042847
ENSG00000226807	ENST00000523857	MROH5	8	142443929	142517330
ENSG00000226807	ENST00000521053	MROH5	8	142443929	142517330
ENSG00000226807	ENST00000430863	MROH5	8	142443929	142517330
ENSG00000226807	ENST00000521161	MROH5	8	142443929	142517330
ENSG00000214869	ENST00000425942	TPM3P4	7	27063356	27064526
ENSG00000269885	ENST00000593540	VN1R79P	19	20941246	20941758
ENSG00000248586	ENST00000510053	CTD-2516K3.3	5	56613816	56615847
ENSG00000231431	ENST00000560285	FAR2P4	2	132046326	132066641
ENSG00000231431	ENST00000425399	FAR2P4	2	132046326	132066641
ENSG00000236343	ENST00000423683	EI24P4	7	144702151	144703228
ENSG00000255075	ENST00000526649	RP11-23B7.3	11	13777574	13779107
ENSG00000213786	ENST00000396362	NHP2P2	7	27087788	27088247
ENSG00000269040	ENST00000593398	CTD-2626G11.3	19	20967402	20967958
ENSG00000228206	ENST00000448918	AC016717.1	2	226562970	226563255
ENSG00000244485	ENST00000478088	RPL18P13	16	76268953	76269521
ENSG00000269373	ENST00000597006	CTD-2542C24.3	19	21021321	21030223
ENSG00000255088	ENST00000532487	RP11-23B7.4	11	13779658	13779892
ENSG00000224564	ENST00000455365	HCG4	HSCHR6_MHC_MCF	29755878	29757912
ENSG00000224564	ENST00000551646	HCG4	HSCHR6_MHC_MCF	29755878	29757912
ENSG00000269012	ENST00000599859	KRT18P40	19	21143914	21146176
ENSG00000223861	ENST00000452587	RP11-74C1.2	1	151529922	151530416
ENSG00000269147	ENST00000598030	CTD-2542C24.7	19	21147641	21148000
ENSG00000224256	ENST00000447099	CTA-292E10.7	22	29231881	29232125
ENSG00000230621	ENST00000412635	AC080002.1	2	226857697	226857913
ENSG00000271598	ENST00000603262	CTD-2542C24.9	19	21208721	21208847
ENSG00000259930	ENST00000567256	HLA-P	HSCHR6_MHC_MCF	29765075	29767083
